Year,d14CO2
-46295,279.375
-46294,279.36
-46293,279.345
-46292,279.33
-46291,279.315
-46290,279.3
-46289,279.28
-46288,279.26
-46287,279.24
-46286,279.22
-46285,279.2
-46284,279.18
-46283,279.16
-46282,279.14
-46281,279.12
-46280,279.1
-46279,279.08
-46278,279.06
-46277,279.04
-46276,279.02
-46275,279
-46274,278.98
-46273,278.96
-46272,278.94
-46271,278.92
-46270,278.9
-46269,278.875
-46268,278.85
-46267,278.825
-46266,278.8
-46265,278.775
-46264,278.75
-46263,278.725
-46262,278.7
-46261,278.675
-46260,278.65
-46259,278.625
-46258,278.6
-46257,278.575
-46256,278.55
-46255,278.525
-46254,278.5
-46253,278.475
-46252,278.45
-46251,278.425
-46250,278.4
-46249,278.38
-46248,278.36
-46247,278.34
-46246,278.32
-46245,278.3
-46244,278.28
-46243,278.26
-46242,278.24
-46241,278.22
-46240,278.2
-46239,278.18
-46238,278.16
-46237,278.14
-46236,278.12
-46235,278.1
-46234,278.08
-46233,278.06
-46232,278.04
-46231,278.02
-46230,278
-46229,277.98
-46228,277.96
-46227,277.94
-46226,277.92
-46225,277.9
-46224,277.88
-46223,277.86
-46222,277.84
-46221,277.82
-46220,277.8
-46219,277.78
-46218,277.76
-46217,277.74
-46216,277.72
-46215,277.7
-46214,277.68
-46213,277.66
-46212,277.64
-46211,277.62
-46210,277.6
-46209,277.575
-46208,277.55
-46207,277.525
-46206,277.5
-46205,277.475
-46204,277.45
-46203,277.425
-46202,277.4
-46201,277.375
-46200,277.35
-46199,277.325
-46198,277.3
-46197,277.275
-46196,277.25
-46195,277.225
-46194,277.2
-46193,277.175
-46192,277.15
-46191,277.125
-46190,277.1
-46189,277.08
-46188,277.06
-46187,277.04
-46186,277.02
-46185,277
-46184,276.98
-46183,276.96
-46182,276.94
-46181,276.92
-46180,276.9
-46179,276.88
-46178,276.86
-46177,276.84
-46176,276.82
-46175,276.8
-46174,276.78
-46173,276.76
-46172,276.74
-46171,276.72
-46170,276.7
-46169,276.68
-46168,276.66
-46167,276.64
-46166,276.62
-46165,276.6
-46164,276.58
-46163,276.56
-46162,276.54
-46161,276.52
-46160,276.5
-46159,276.48
-46158,276.46
-46157,276.44
-46156,276.42
-46155,276.4
-46154,276.38
-46153,276.36
-46152,276.34
-46151,276.32
-46150,276.3
-46149,276.28
-46148,276.26
-46147,276.24
-46146,276.22
-46145,276.2
-46144,276.18
-46143,276.16
-46142,276.14
-46141,276.12
-46140,276.1
-46139,276.08
-46138,276.06
-46137,276.04
-46136,276.02
-46135,276
-46134,275.98
-46133,275.96
-46132,275.94
-46131,275.92
-46130,275.9
-46129,275.88
-46128,275.86
-46127,275.84
-46126,275.82
-46125,275.8
-46124,275.78
-46123,275.76
-46122,275.74
-46121,275.72
-46120,275.7
-46119,275.68
-46118,275.66
-46117,275.64
-46116,275.62
-46115,275.6
-46114,275.58
-46113,275.56
-46112,275.54
-46111,275.52
-46110,275.5
-46109,275.49
-46108,275.48
-46107,275.47
-46106,275.46
-46105,275.45
-46104,275.44
-46103,275.43
-46102,275.42
-46101,275.41
-46100,275.4
-46099,275.39
-46098,275.38
-46097,275.37
-46096,275.36
-46095,275.35
-46094,275.34
-46093,275.33
-46092,275.32
-46091,275.31
-46090,275.3
-46089,275.28
-46088,275.26
-46087,275.24
-46086,275.22
-46085,275.2
-46084,275.18
-46083,275.16
-46082,275.14
-46081,275.12
-46080,275.1
-46079,275.08
-46078,275.06
-46077,275.04
-46076,275.02
-46075,275
-46074,274.98
-46073,274.96
-46072,274.94
-46071,274.92
-46070,274.9
-46069,274.89
-46068,274.88
-46067,274.87
-46066,274.86
-46065,274.85
-46064,274.84
-46063,274.83
-46062,274.82
-46061,274.81
-46060,274.8
-46059,274.79
-46058,274.78
-46057,274.77
-46056,274.76
-46055,274.75
-46054,274.74
-46053,274.73
-46052,274.72
-46051,274.71
-46050,274.7
-46049,274.68
-46048,274.66
-46047,274.64
-46046,274.62
-46045,274.6
-46044,274.58
-46043,274.56
-46042,274.54
-46041,274.52
-46040,274.5
-46039,274.48
-46038,274.46
-46037,274.44
-46036,274.42
-46035,274.4
-46034,274.38
-46033,274.36
-46032,274.34
-46031,274.32
-46030,274.3
-46029,274.28
-46028,274.26
-46027,274.24
-46026,274.22
-46025,274.2
-46024,274.18
-46023,274.16
-46022,274.14
-46021,274.12
-46020,274.1
-46019,274.08
-46018,274.06
-46017,274.04
-46016,274.02
-46015,274
-46014,273.98
-46013,273.96
-46012,273.94
-46011,273.92
-46010,273.9
-46009,273.89
-46008,273.88
-46007,273.87
-46006,273.86
-46005,273.85
-46004,273.84
-46003,273.83
-46002,273.82
-46001,273.81
-46000,273.8
-45999,273.79
-45998,273.78
-45997,273.77
-45996,273.76
-45995,273.75
-45994,273.74
-45993,273.73
-45992,273.72
-45991,273.71
-45990,273.7
-45989,273.68
-45988,273.66
-45987,273.64
-45986,273.62
-45985,273.6
-45984,273.58
-45983,273.56
-45982,273.54
-45981,273.52
-45980,273.5
-45979,273.48
-45978,273.46
-45977,273.44
-45976,273.42
-45975,273.4
-45974,273.38
-45973,273.36
-45972,273.34
-45971,273.32
-45970,273.3
-45969,273.28
-45968,273.26
-45967,273.24
-45966,273.22
-45965,273.2
-45964,273.18
-45963,273.16
-45962,273.14
-45961,273.12
-45960,273.1
-45959,273.08
-45958,273.06
-45957,273.04
-45956,273.02
-45955,273
-45954,272.98
-45953,272.96
-45952,272.94
-45951,272.92
-45950,272.9
-45949,272.875
-45948,272.85
-45947,272.825
-45946,272.8
-45945,272.775
-45944,272.75
-45943,272.725
-45942,272.7
-45941,272.675
-45940,272.65
-45939,272.625
-45938,272.6
-45937,272.575
-45936,272.55
-45935,272.525
-45934,272.5
-45933,272.475
-45932,272.45
-45931,272.425
-45930,272.4
-45929,272.38
-45928,272.36
-45927,272.34
-45926,272.32
-45925,272.3
-45924,272.28
-45923,272.26
-45922,272.24
-45921,272.22
-45920,272.2
-45919,272.18
-45918,272.16
-45917,272.14
-45916,272.12
-45915,272.1
-45914,272.08
-45913,272.06
-45912,272.04
-45911,272.02
-45910,272
-45909,271.98
-45908,271.96
-45907,271.94
-45906,271.92
-45905,271.9
-45904,271.88
-45903,271.86
-45902,271.84
-45901,271.82
-45900,271.8
-45899,271.78
-45898,271.76
-45897,271.74
-45896,271.72
-45895,271.7
-45894,271.68
-45893,271.66
-45892,271.64
-45891,271.62
-45890,271.6
-45889,271.575
-45888,271.55
-45887,271.525
-45886,271.5
-45885,271.475
-45884,271.45
-45883,271.425
-45882,271.4
-45881,271.375
-45880,271.35
-45879,271.325
-45878,271.3
-45877,271.275
-45876,271.25
-45875,271.225
-45874,271.2
-45873,271.175
-45872,271.15
-45871,271.125
-45870,271.1
-45869,271.07
-45868,271.04
-45867,271.01
-45866,270.98
-45865,270.95
-45864,270.92
-45863,270.89
-45862,270.86
-45861,270.83
-45860,270.8
-45859,270.77
-45858,270.74
-45857,270.71
-45856,270.68
-45855,270.65
-45854,270.62
-45853,270.59
-45852,270.56
-45851,270.53
-45850,270.5
-45849,270.475
-45848,270.45
-45847,270.425
-45846,270.4
-45845,270.375
-45844,270.35
-45843,270.325
-45842,270.3
-45841,270.275
-45840,270.25
-45839,270.225
-45838,270.2
-45837,270.175
-45836,270.15
-45835,270.125
-45834,270.1
-45833,270.075
-45832,270.05
-45831,270.025
-45830,270
-45829,269.98
-45828,269.96
-45827,269.94
-45826,269.92
-45825,269.9
-45824,269.88
-45823,269.86
-45822,269.84
-45821,269.82
-45820,269.8
-45819,269.78
-45818,269.76
-45817,269.74
-45816,269.72
-45815,269.7
-45814,269.68
-45813,269.66
-45812,269.64
-45811,269.62
-45810,269.6
-45809,269.565
-45808,269.53
-45807,269.495
-45806,269.46
-45805,269.425
-45804,269.39
-45803,269.355
-45802,269.32
-45801,269.285
-45800,269.25
-45799,269.215
-45798,269.18
-45797,269.145
-45796,269.11
-45795,269.075
-45794,269.04
-45793,269.005
-45792,268.97
-45791,268.935
-45790,268.9
-45789,268.88
-45788,268.86
-45787,268.84
-45786,268.82
-45785,268.8
-45784,268.78
-45783,268.76
-45782,268.74
-45781,268.72
-45780,268.7
-45779,268.68
-45778,268.66
-45777,268.64
-45776,268.62
-45775,268.6
-45774,268.58
-45773,268.56
-45772,268.54
-45771,268.52
-45770,268.5
-45769,268.465
-45768,268.43
-45767,268.395
-45766,268.36
-45765,268.325
-45764,268.29
-45763,268.255
-45762,268.22
-45761,268.185
-45760,268.15
-45759,268.115
-45758,268.08
-45757,268.045
-45756,268.01
-45755,267.975
-45754,267.94
-45753,267.905
-45752,267.87
-45751,267.835
-45750,267.8
-45749,267.775
-45748,267.75
-45747,267.725
-45746,267.7
-45745,267.675
-45744,267.65
-45743,267.625
-45742,267.6
-45741,267.575
-45740,267.55
-45739,267.525
-45738,267.5
-45737,267.475
-45736,267.45
-45735,267.425
-45734,267.4
-45733,267.375
-45732,267.35
-45731,267.325
-45730,267.3
-45729,267.27
-45728,267.24
-45727,267.21
-45726,267.18
-45725,267.15
-45724,267.12
-45723,267.09
-45722,267.06
-45721,267.03
-45720,267
-45719,266.97
-45718,266.94
-45717,266.91
-45716,266.88
-45715,266.85
-45714,266.82
-45713,266.79
-45712,266.76
-45711,266.73
-45710,266.7
-45709,266.675
-45708,266.65
-45707,266.625
-45706,266.6
-45705,266.575
-45704,266.55
-45703,266.525
-45702,266.5
-45701,266.475
-45700,266.45
-45699,266.425
-45698,266.4
-45697,266.375
-45696,266.35
-45695,266.325
-45694,266.3
-45693,266.275
-45692,266.25
-45691,266.225
-45690,266.2
-45689,266.165
-45688,266.13
-45687,266.095
-45686,266.06
-45685,266.025
-45684,265.99
-45683,265.955
-45682,265.92
-45681,265.885
-45680,265.85
-45679,265.815
-45678,265.78
-45677,265.745
-45676,265.71
-45675,265.675
-45674,265.64
-45673,265.605
-45672,265.57
-45671,265.535
-45670,265.5
-45669,265.47
-45668,265.44
-45667,265.41
-45666,265.38
-45665,265.35
-45664,265.32
-45663,265.29
-45662,265.26
-45661,265.23
-45660,265.2
-45659,265.17
-45658,265.14
-45657,265.11
-45656,265.08
-45655,265.05
-45654,265.02
-45653,264.99
-45652,264.96
-45651,264.93
-45650,264.9
-45649,264.865
-45648,264.83
-45647,264.795
-45646,264.76
-45645,264.725
-45644,264.69
-45643,264.655
-45642,264.62
-45641,264.585
-45640,264.55
-45639,264.515
-45638,264.48
-45637,264.445
-45636,264.41
-45635,264.375
-45634,264.34
-45633,264.305
-45632,264.27
-45631,264.235
-45630,264.2
-45629,264.175
-45628,264.15
-45627,264.125
-45626,264.1
-45625,264.075
-45624,264.05
-45623,264.025
-45622,264
-45621,263.975
-45620,263.95
-45619,263.925
-45618,263.9
-45617,263.875
-45616,263.85
-45615,263.825
-45614,263.8
-45613,263.775
-45612,263.75
-45611,263.725
-45610,263.7
-45609,263.665
-45608,263.63
-45607,263.595
-45606,263.56
-45605,263.525
-45604,263.49
-45603,263.455
-45602,263.42
-45601,263.385
-45600,263.35
-45599,263.315
-45598,263.28
-45597,263.245
-45596,263.21
-45595,263.175
-45594,263.14
-45593,263.105
-45592,263.07
-45591,263.035
-45590,263
-45589,262.975
-45588,262.95
-45587,262.925
-45586,262.9
-45585,262.875
-45584,262.85
-45583,262.825
-45582,262.8
-45581,262.775
-45580,262.75
-45579,262.725
-45578,262.7
-45577,262.675
-45576,262.65
-45575,262.625
-45574,262.6
-45573,262.575
-45572,262.55
-45571,262.525
-45570,262.5
-45569,262.465
-45568,262.43
-45567,262.395
-45566,262.36
-45565,262.325
-45564,262.29
-45563,262.255
-45562,262.22
-45561,262.185
-45560,262.15
-45559,262.115
-45558,262.08
-45557,262.045
-45556,262.01
-45555,261.975
-45554,261.94
-45553,261.905
-45552,261.87
-45551,261.835
-45550,261.8
-45549,261.77
-45548,261.74
-45547,261.71
-45546,261.68
-45545,261.65
-45544,261.62
-45543,261.59
-45542,261.56
-45541,261.53
-45540,261.5
-45539,261.47
-45538,261.44
-45537,261.41
-45536,261.38
-45535,261.35
-45534,261.32
-45533,261.29
-45532,261.26
-45531,261.23
-45530,261.2
-45529,261.175
-45528,261.15
-45527,261.125
-45526,261.1
-45525,261.075
-45524,261.05
-45523,261.025
-45522,261
-45521,260.975
-45520,260.95
-45519,260.925
-45518,260.9
-45517,260.875
-45516,260.85
-45515,260.825
-45514,260.8
-45513,260.775
-45512,260.75
-45511,260.725
-45510,260.7
-45509,260.67
-45508,260.64
-45507,260.61
-45506,260.58
-45505,260.55
-45504,260.52
-45503,260.49
-45502,260.46
-45501,260.43
-45500,260.4
-45499,260.37
-45498,260.34
-45497,260.31
-45496,260.28
-45495,260.25
-45494,260.22
-45493,260.19
-45492,260.16
-45491,260.13
-45490,260.1
-45489,260.075
-45488,260.05
-45487,260.025
-45486,260
-45485,259.975
-45484,259.95
-45483,259.925
-45482,259.9
-45481,259.875
-45480,259.85
-45479,259.825
-45478,259.8
-45477,259.775
-45476,259.75
-45475,259.725
-45474,259.7
-45473,259.675
-45472,259.65
-45471,259.625
-45470,259.6
-45469,259.565
-45468,259.53
-45467,259.495
-45466,259.46
-45465,259.425
-45464,259.39
-45463,259.355
-45462,259.32
-45461,259.285
-45460,259.25
-45459,259.215
-45458,259.18
-45457,259.145
-45456,259.11
-45455,259.075
-45454,259.04
-45453,259.005
-45452,258.97
-45451,258.935
-45450,258.9
-45449,258.875
-45448,258.85
-45447,258.825
-45446,258.8
-45445,258.775
-45444,258.75
-45443,258.725
-45442,258.7
-45441,258.675
-45440,258.65
-45439,258.625
-45438,258.6
-45437,258.575
-45436,258.55
-45435,258.525
-45434,258.5
-45433,258.475
-45432,258.45
-45431,258.425
-45430,258.4
-45429,258.37
-45428,258.34
-45427,258.31
-45426,258.28
-45425,258.25
-45424,258.22
-45423,258.19
-45422,258.16
-45421,258.13
-45420,258.1
-45419,258.07
-45418,258.04
-45417,258.01
-45416,257.98
-45415,257.95
-45414,257.92
-45413,257.89
-45412,257.86
-45411,257.83
-45410,257.8
-45409,257.775
-45408,257.75
-45407,257.725
-45406,257.7
-45405,257.675
-45404,257.65
-45403,257.625
-45402,257.6
-45401,257.575
-45400,257.55
-45399,257.525
-45398,257.5
-45397,257.475
-45396,257.45
-45395,257.425
-45394,257.4
-45393,257.375
-45392,257.35
-45391,257.325
-45390,257.3
-45389,257.28
-45388,257.26
-45387,257.24
-45386,257.22
-45385,257.2
-45384,257.18
-45383,257.16
-45382,257.14
-45381,257.12
-45380,257.1
-45379,257.08
-45378,257.06
-45377,257.04
-45376,257.02
-45375,257
-45374,256.98
-45373,256.96
-45372,256.94
-45371,256.92
-45370,256.9
-45369,256.875
-45368,256.85
-45367,256.825
-45366,256.8
-45365,256.775
-45364,256.75
-45363,256.725
-45362,256.7
-45361,256.675
-45360,256.65
-45359,256.625
-45358,256.6
-45357,256.575
-45356,256.55
-45355,256.525
-45354,256.5
-45353,256.475
-45352,256.45
-45351,256.425
-45350,256.4
-45349,256.37
-45348,256.34
-45347,256.31
-45346,256.28
-45345,256.25
-45344,256.22
-45343,256.19
-45342,256.16
-45341,256.13
-45340,256.1
-45339,256.07
-45338,256.04
-45337,256.01
-45336,255.98
-45335,255.95
-45334,255.92
-45333,255.89
-45332,255.86
-45331,255.83
-45330,255.8
-45329,255.775
-45328,255.75
-45327,255.725
-45326,255.7
-45325,255.675
-45324,255.65
-45323,255.625
-45322,255.6
-45321,255.575
-45320,255.55
-45319,255.525
-45318,255.5
-45317,255.475
-45316,255.45
-45315,255.425
-45314,255.4
-45313,255.375
-45312,255.35
-45311,255.325
-45310,255.3
-45309,255.28
-45308,255.26
-45307,255.24
-45306,255.22
-45305,255.2
-45304,255.18
-45303,255.16
-45302,255.14
-45301,255.12
-45300,255.1
-45299,255.08
-45298,255.06
-45297,255.04
-45296,255.02
-45295,255
-45294,254.98
-45293,254.96
-45292,254.94
-45291,254.92
-45290,254.9
-45289,254.875
-45288,254.85
-45287,254.825
-45286,254.8
-45285,254.775
-45284,254.75
-45283,254.725
-45282,254.7
-45281,254.675
-45280,254.65
-45279,254.625
-45278,254.6
-45277,254.575
-45276,254.55
-45275,254.525
-45274,254.5
-45273,254.475
-45272,254.45
-45271,254.425
-45270,254.4
-45269,254.38
-45268,254.36
-45267,254.34
-45266,254.32
-45265,254.3
-45264,254.28
-45263,254.26
-45262,254.24
-45261,254.22
-45260,254.2
-45259,254.18
-45258,254.16
-45257,254.14
-45256,254.12
-45255,254.1
-45254,254.08
-45253,254.06
-45252,254.04
-45251,254.02
-45250,254
-45249,253.975
-45248,253.95
-45247,253.925
-45246,253.9
-45245,253.875
-45244,253.85
-45243,253.825
-45242,253.8
-45241,253.775
-45240,253.75
-45239,253.725
-45238,253.7
-45237,253.675
-45236,253.65
-45235,253.625
-45234,253.6
-45233,253.575
-45232,253.55
-45231,253.525
-45230,253.5
-45229,253.48
-45228,253.46
-45227,253.44
-45226,253.42
-45225,253.4
-45224,253.38
-45223,253.36
-45222,253.34
-45221,253.32
-45220,253.3
-45219,253.28
-45218,253.26
-45217,253.24
-45216,253.22
-45215,253.2
-45214,253.18
-45213,253.16
-45212,253.14
-45211,253.12
-45210,253.1
-45209,253.08
-45208,253.06
-45207,253.04
-45206,253.02
-45205,253
-45204,252.98
-45203,252.96
-45202,252.94
-45201,252.92
-45200,252.9
-45199,252.88
-45198,252.86
-45197,252.84
-45196,252.82
-45195,252.8
-45194,252.78
-45193,252.76
-45192,252.74
-45191,252.72
-45190,252.7
-45189,252.68
-45188,252.66
-45187,252.64
-45186,252.62
-45185,252.6
-45184,252.58
-45183,252.56
-45182,252.54
-45181,252.52
-45180,252.5
-45179,252.48
-45178,252.46
-45177,252.44
-45176,252.42
-45175,252.4
-45174,252.38
-45173,252.36
-45172,252.34
-45171,252.32
-45170,252.3
-45169,252.285
-45168,252.27
-45167,252.255
-45166,252.24
-45165,252.225
-45164,252.21
-45163,252.195
-45162,252.18
-45161,252.165
-45160,252.15
-45159,252.135
-45158,252.12
-45157,252.105
-45156,252.09
-45155,252.075
-45154,252.06
-45153,252.045
-45152,252.03
-45151,252.015
-45150,252
-45149,251.98
-45148,251.96
-45147,251.94
-45146,251.92
-45145,251.9
-45144,251.88
-45143,251.86
-45142,251.84
-45141,251.82
-45140,251.8
-45139,251.78
-45138,251.76
-45137,251.74
-45136,251.72
-45135,251.7
-45134,251.68
-45133,251.66
-45132,251.64
-45131,251.62
-45130,251.6
-45129,251.58
-45128,251.56
-45127,251.54
-45126,251.52
-45125,251.5
-45124,251.48
-45123,251.46
-45122,251.44
-45121,251.42
-45120,251.4
-45119,251.38
-45118,251.36
-45117,251.34
-45116,251.32
-45115,251.3
-45114,251.28
-45113,251.26
-45112,251.24
-45111,251.22
-45110,251.2
-45109,251.18
-45108,251.16
-45107,251.14
-45106,251.12
-45105,251.1
-45104,251.08
-45103,251.06
-45102,251.04
-45101,251.02
-45100,251
-45099,250.98
-45098,250.96
-45097,250.94
-45096,250.92
-45095,250.9
-45094,250.88
-45093,250.86
-45092,250.84
-45091,250.82
-45090,250.8
-45089,250.79
-45088,250.78
-45087,250.77
-45086,250.76
-45085,250.75
-45084,250.74
-45083,250.73
-45082,250.72
-45081,250.71
-45080,250.7
-45079,250.69
-45078,250.68
-45077,250.67
-45076,250.66
-45075,250.65
-45074,250.64
-45073,250.63
-45072,250.62
-45071,250.61
-45070,250.6
-45069,250.58
-45068,250.56
-45067,250.54
-45066,250.52
-45065,250.5
-45064,250.48
-45063,250.46
-45062,250.44
-45061,250.42
-45060,250.4
-45059,250.38
-45058,250.36
-45057,250.34
-45056,250.32
-45055,250.3
-45054,250.28
-45053,250.26
-45052,250.24
